operacao|dv|convenioTgov|propostaTgov|nomeTomador|cnpjTomador|emailTomador|classificacao|objeto|selecao|assinatura|vigencia|vi|vr|cp1|cp2|vrCreditado|vrDesbloqueado|vrSaldoCreditado|cpDesbloqueado|valorExecucaoVigente|cAgencia|agencia|cCorrente|idExterna|obtv|gestor|etiquetasDaOperacao
1077807|02|917662|320662021|MUNICIPIO DE RIO TINTO - PB|08.899.940/0001-76|claudia.m.brito@caixa.gov.br;ag0044@caixa.gov.br;flavio.leal@caixa.gov.br;seg6918pb@caixa.gov.br;eng.tiagolimapmrt@gmail.com;helline_marinho@hotmail.com;magna.gerbasi@hotmail.com;contato@consultoriaum.com.br;pmrt.planejamento@gmail.com;stonyfilho@gmail.com;thiagomatheus802@gmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de ruas no perímetro urbano do municipio de rio tinto/pb.|06/08/2021|27/10/2021|30/04/2025|483000|481104|1896|0|336547,45|336547,45|0|1896|338443,45|44|MAMANGUAPE|0044.006.00647289-2||SIM|MCIDADES|Aguardando Crédito de Recursos, Aguardando PCF, Apostilamento PC033/2023, Apta para EGT 6, Nível I (PI 424/16 e IN MPDG 002/18), Obra Concluída, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator, Termo Aditivo - Assinatura Digital
1077816|92|917664|321582021|MUNICIPIO DE DUAS ESTRADAS - PB|08.787.012/0001-10|contato@consultoriaum.com.br;emerson.luiz20@gmail.com;eng.limajoebson10@gmail.com;fariasdelimag@gmail.com;gilianecpmarreiro@gmail.com;gomesmariadapenha69@gmail.com;joycerenallyfn@gmail.com;myllenanayaral@gmail.com;ramesses_henrique@hotmail.com;ag0042@caixa.gov.br;ag0042pb02@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;dinete.almeida@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de rua(s) / via(s) no município de duas estradas/pb.|06/08/2021|31/12/2021|30/09/2025|287806|287306|500|0|231637,59|0|231637,59|0|287806|42|GUARABIRA|0042.006.00647414-2||SIM|MCIDADES|Apostilamento PC033/2023, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 9 - Relator
1077817|16|917675|321972021|MUNICIPIO DE CURRAL DE CIMA - PB|01.612.372/0001-31|gabinete.pref.cdc@gmail.com;macianaazevedomaia@gmail.com;pablohercullano@gmail.com;silvaadjamir@gmail.com;pablohercullano@gmail.com;gabinete.pref.cdc@gmail.com;macianaazevedomaia@gmail.com;claudia.m.brito@caixa.gov.br;ag0044@caixa.gov.br;jonathan.frederico@caixa.gov.br;theresa.cardoso@caixa.gov.br;flavio.leal@caixa.gov.br;seg6918pb@caixa.gov.br;silvaadjamir@gmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de ruas localizadas dentro do perímetro urbano do município de curral de cima/pb|06/08/2021|26/10/2021|30/09/2025|435000|432655|2345|0|0|0|0|0|435000|44|MAMANGUAPE|0044.006.00647288-4||SIM|MCIDADES|Aguardando Crédito de Recursos, Apostilamento PC033/2023, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator, VRPL Aceito e sem AIO
1077822|13|917670|322992021|MUNICIPIO DE ARARA - PB|08.778.755/0001-23|administracao@arara.pb.gov.br;amarildocarvalho17@gmail.com;financas@arara.pb.gov.br;mchianca@hotmail.com;pmararapb.epc@gmail.com;ag0038@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;claudia.m.brito@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação de rua(s)/via(s).|06/08/2021|23/11/2021|30/09/2025|336255|335755|500|0|0|0|0|0|336255|38|BANANEIRAS|0038.006.00647244-0||SIM|MCIDADES|Aguardando Crédito de Recursos, Apostilamento PC033/2023, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator, VRPL Aceito e sem AIO
1077827|20|915758|324972021|MUNICIPIO DE IGARACY - PB|08.885.139/0001-71|ag3571@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;ednailton@igaracy.pb.gov.br;ednailtonsabino@hotmail.com;contato@consultoriaum.com.br|Nível I (PI 424/16 e IN MPDG 002/18)|pavimentação em paralelepípedo e drenagem no bairro rita felismino, localizado no município de igaracy - pb|06/08/2021|30/09/2021|30/10/2025|489211,96|481104|8107,96|0|481104|379841,23|101262,77|6398,61|489211,96|3571|ITAPORANGA, PB|3571.006.00647239-0||SIM|MCIDADES|Apostilamento PC033/2023, Módulo Paralisadas, Nível I (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 9 - Relator, Saldo Poupança < Saldo Creditado, Sem Desbloqueio Após 90 Dias do Último Desbloqueio, Termo Aditivo - Assinatura Digital
1077908|42|915785|315062021|MUNICIPIO DE GADO BRAVO - PB|01.612.651/0001-03|alonso.guedes13@gmail.com;bianca.serra.eng@gmail.com;fernandofilho.engcivil@gmail.com;jose.aguiar0003@gmail.com;macianaazevedomaia@gmail.com;marcelo.321paulino@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|adequação de estradas vicinais no município de gado bravo/pb.|10/08/2021|29/10/2021|30/06/2025|290000|287306|2694|0|284728,88|242724,91|42003,97|2289,47|290000|41|CAMPINA GRANDE|0041.006.00071093-0||SIM|MIDR|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Aguardando BM/RRE, Andamento Normal, Apostilamento PC033/2023, Módulo acompanhamento de obras, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator, Saldo Poupança < Saldo Creditado
1078001|12|916619|252142021|MUNICIPIO DE MAMANGUAPE - PB|08.898.124/0001-48|contato.tiagochaves@hotmail.com;diego.xyz@gmail.com;eng.ariellearruda@gmail.com;kleber.epe@gmail.com;pmmamanguapepb.epc@gmail.com;claudia.m.brito@caixa.gov.br;ag0044@caixa.gov.br;jonathan.frederico@caixa.gov.br;theresa.cardoso@caixa.gov.br;flavio.leal@caixa.gov.br;seg6918pb@caixa.gov.br|Nível I-A (PI 424/16 e IN MPDG 002/18)|implantação de pavimentação em ruas dos bairros: piçarreira e condado no município de mamanguape-pb.|13/08/2021|27/12/2021|30/09/2025|960980|960019|961|0|960019|716139,29|243879,71|716,91|960163,32|44|MAMANGUAPE|0044.006.00647286-8||SIM|MCIDADES|Apostilamento PC033/2023, Módulo Paralisadas, Nível I-A (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 9 - Relator, Saldo Poupança < Saldo Creditado
1078002|37|916618|252782021|MUNICIPIO DE MAMANGUAPE - PB|08.898.124/0001-48|contato.tiagochaves@hotmail.com;diego.xyz@gmail.com;eng.ariellearruda@gmail.com;kleber.epe@gmail.com;pmmamanguapepb.epc@gmail.com;claudia.m.brito@caixa.gov.br;ag0044@caixa.gov.br;jonathan.frederico@caixa.gov.br;theresa.cardoso@caixa.gov.br;flavio.leal@caixa.gov.br;seg6918pb@caixa.gov.br|Nível II (PI 424/16 e IN MPDG 002/18)|implantação de pavimentação em ruas dos bairros: centro e gurguri no município de mamanguape-pb.|13/08/2021|27/12/2021|27/12/2025|1914270,27|1912356|1914,27|0|1338649,2|1338649,2|0|1914,27|1646670,75|44|MAMANGUAPE|0044.006.00647284-1||SIM|MCIDADES|Aguardando Crédito de Recursos, Apostilamento PC033/2023, Dossiê Digital (OGU), Em Reprogramação, Módulo acompanhamento de obras, Módulo Paralisadas, Módulo PI424/PC33 Sem Evolução Financeira, Nível II (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator
1078129|27|914214|266392021|MUNICIPIO DE JUNCO DO SERIDO - PB|09.084.054/0001-57|debybalduino@gmail.com;assessoriamlc@gmail.com;debybalduino@gmail.com;fmsjunco@gmail.com;prefeitura@juncodoserido.pb.gov.br;pmjuncodoseridopb.epc@gmail.com;ag3485@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|construção de campo de futebol no município junco do seridó/pb.|17/08/2021|07/06/2022|07/06/2025|669200|668500|700|0|668500|0|668500|0|669200|3485|SANTA LUZIA DO SABUGI, PB|3485.006.00647095-0||SIM|MESP|Apostilamento PC033/2023, Demanda Parlamentar, Módulo PI424/PC33 Sem Evolução Financeira, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RP 9 - Relator
1078134|24|914324|269902021|MUNICIPIO DE PATOS - PB|09.084.815/0001-70|ag0043@caixa.gov.br;carlos.fragoso@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;paulo.medeiros@caixa.gov.br;jairton.sousa@caixa.gov.br;deividy.seinfra@patos.pb.gov.br;eng.dariomorais@hotmail.com;eulandaferreira@hotmail.com;eulandaferreira2@hotmail.com;gabinete@patos.pb.gov.br;hilton.seinfra@patos.pb.gov.br;jmarconesantos4@gmail.com;bomfim.seinfra@patos.pb.gov.br;marcone.seinfra@patos.pb.gov.br;virginia.seinfra@patos.pb.gov.br;convenios@patos.pb.gov.br;pmpatospb.epc@gmail.com|Nível II (PI 424/16 e IN MPDG 002/18)|construção de centro de comercialização de animais e produtos agropecuários.|17/08/2021|22/11/2021|22/11/2025|2043062,96|1910000|133062,96|0|0|0|0|133062,96|2043062,96|43|PATOS|0043.006.00648052-0||SIM|MAP|Aguardando Crédito de Recursos, Apostilamento PC033/2023, Desbloqueio Pendente por VE, Em Reprogramação, Módulo acompanhamento de obras, Módulo Paralisadas, Módulo PI424/PC33 Sem Evolução Financeira, Nível II (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator, Termo Aditivo - Assinatura Digital
1078161|93|914317|299802021|MUNICIPIO DE TAPEROA - PB|08.749.525/0001-36|ag3485@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br;conveniostaperoapb@gmail.com;contato@prestcontas.com.br;prefeiturataperoa2021@gmail.com;contato@consultoriaum.com.br;jadye.vilar@gmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|adequação do mercado público do município de taperoá - pb|17/08/2021|24/11/2021|30/09/2025|670000|668500|1500|0|0|0|0|0|670000|3485|SANTA LUZIA DO SABUGI, PB|3485.006.00647097-7||SIM|MAP|Aguardando Crédito de Recursos, Apostilamento PC033/2023, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator, VRPL Aceito e sem AIO
1078203|93|914321|322032021|MUNICIPIO DE PRINCESA ISABEL - PB|08.888.968/0001-08|adly.xavier@outlook.com;ednaldomelo234@gmail.com;fabiobrazp@gmail.com;macianaazevedomaia@gmail.com;ripetroleoltda@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|construção do mercado público municipal de princesa isabel/pb|17/08/2021|26/10/2021|30/09/2025|917957,74|550734,18|367223,56|0|0|0|0|0|917957,74|43|PATOS|0043.006.00648050-4||SIM|MAP|Aguardando Crédito de Recursos, Apostilamento PC033/2023, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator, VRPL Aceito e sem AIO
1078215|59|914342|329822021|MUNICIPIO DE CUITE - PB|08.732.174/0001-50|caiobarbalhoinacio@gmail.com;camilazevedo.m@gmail.com;jpaulosampaio1@gmail.com;luciana_viana83@hotmail.com;contato@consultoriaum.com.br;decon.pmc@gmail.com;ag1668@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;claudia.m.brito@caixa.gov.br|Nível I-A (PI 424/16 e IN MPDG 002/18)|construção de abatedouro público no município de cuité - pb|17/08/2021|19/11/2021|30/09/2025|765000|764000|1000|0|0|0|0|0|765000|4916|PICUI, PB|4916.006.00647069-6||SIM|MAP|Análise Técnica Concluída, Apostilamento PC033/2023, Nível I-A (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator
1078216|74|914326|329832021|MUNICIPIO DE JURIPIRANGA - PB|08.865.933/0001-53|ag0733@caixa.gov.br;jaime.lima@caixa.gov.br;helio.p.junior@caixa.gov.br;shardson.rodrigues@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;diasnetoadv@gmail.com;marojatom@gmail.com;contato@prestcontas.com.br;contato@consultoriaum.com.br|Nível I-A (PI 424/16 e IN MPDG 002/18)|construção de abatedouro público no município de juripiranga - pb|17/08/2021|19/11/2021|30/09/2025|947726,92|946000|1726,92|0|0|0|0|0|947726,92|733|ITABAIANA DO NORTE|0733.006.00647259-6||SIM|MAP|Aguardando Crédito de Recursos, Apostilamento PC033/2023, Nível I-A (PI 424/16 e IN MPDG 002/18), OBTV, PC 33/2023 - EXECUÇÃO 365 DIAS, RAP 2021 Desbloqueado, RAP 2021 Liquidado, RP 9 - Relator, VRPL Aceito e sem AIO
1078238|31|914401|197582021|MUNICIPIO DE TEIXEIRA - PB|08.883.951/0001-68|eulandaferreira@hotmail.com;contato@consultoriaum.com.br;nunesengenheirocivil@gmail.com;renato_marques17@hotmail.com;prefeitowenceslau2021@gmail.com;zero83engenharia@gmail.com;ag0043@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I-A (PI 424/16 e IN MPDG 002/18)|construção de centro cultural no município de teixeira / pb.|18/08/2021|16/09/2021|16/11/2025|769000|767341|1659|0|767341|300661,51|466679,49|708,72|705456,16|43|PATOS|0043.006.00648044-0||SIM|MTUR|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Aguardando BM/RRE, Andamento Normal, Apostilamento PC033/2023, Apta para EGT 5, Emenda Individual, Impacta no IGAT, Nível I-A (PI 424/16 e IN MPDG 002/18), OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Saldo Poupança < Saldo Creditado
1078242|13|914405|198492021|MUNICIPIO DE ITABAIANA - PB|09.072.430/0001-93|ag0733@caixa.gov.br;jaime.lima@caixa.gov.br;helio.p.junior@caixa.gov.br;shardson.rodrigues@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;analiacarvalho.ac@gmail.com;claudio_neto123@icloud.com;eng.jp@isnep.com.br;macianaazevedomaia@gmail.com;sedurb.itabaiana@gmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|construção de portal no município de itabaiana/pb|18/08/2021|28/09/2021|28/09/2025|326000|287306|38694|0|57461,2|0|57461,2|0|326000|733|ITABAIANA DO NORTE|0733.006.00647253-7||SIM|MTUR|Apostilamento PC033/2023, Emenda Individual, Módulo PI424/PC33 Sem Evolução Financeira, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada (+180 dias), OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Saldo Poupança < Saldo Creditado
1078251|03|914414|199952021|MUNICIPIO DE PILAR - PB|08.867.780/0001-83|ag0733@caixa.gov.br;jaime.lima@caixa.gov.br;shardson.rodrigues@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;contato@consultoriaum.com.br;patriciamedeirosb@hotmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|reforma da praça de eventos no município de pilar/pb.|18/08/2021|14/09/2021|14/09/2025|287806|287306|500|0|0|0|0|0|287806|733|ITABAIANA DO NORTE|0733.006.00647251-0||SIM|MTUR|Análise Técnica Concluída, Apostilamento PC033/2023, Emenda Individual, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, Preencher Módulo IFO, RP 6 - Individual, Termo Aditivo - Assinatura Digital
1078252|28|914415|200032021|MUNICIPIO DE SAO JOSE DOS CORDEIROS - PB|08.873.226/0001-09|brenocordeiro@epcpb.com.br;contato@prestcontas.com.br;feliciokelmo@hotmail.com;fernandocordeiros@gmail.com;pliniomedeiros2@gmail.com;pmsjcordeirospb.epc@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|construção de praças no município de são josé dos cordeiros/pb|18/08/2021|28/09/2021|01/08/2025|492658,75|481104|11554,75|0|481104|139927,79|341176,21|3360,67|492658,75|41|CAMPINA GRANDE|0041.006.00647894-0||SIM|MTUR|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Andamento Normal, Apostilamento PC033/2023, Emenda Individual, Impacta no IGAT, Módulo acompanhamento de obras, Nível I (PI 424/16 e IN MPDG 002/18), OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Saldo Poupança < Saldo Creditado, Sem Desbloqueio Após 90 Dias do Último Desbloqueio
1078257|35|914420|200692021|MUNICIPIO DE SAO JOSE DE PIRANHAS - PB|08.924.052/0001-66|ag0040@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;geraldomendes.eng@gmail.com;macianaazevedomaia@gmail.com;sandovalvieiralins@hotmail.com;wesleylimabrasil@hotmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|construção de praça no município de são josé de piranhas/pb - 2ªetapa.|18/08/2021|30/09/2021|30/09/2025|390000|384205|5795|0|384205|0|384205|0|390000|40|CAJAZEIRAS|0040.006.00647275-0||SIM|MTUR|Apostilamento PC033/2023, Emenda Individual, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada, OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Saldo Poupança < Saldo Creditado
1078258|51|914421|200752021|MUNICIPIO DE UMBUZEIRO - PB|08.869.489/0001-44|macianaazevedomaia@gmail.com;marquinhosmsc@hotmail.com;umbuzeiro.pmu@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|reforma e construção de infraestrutura na praça carlos pessoa, no município de umbuzeiro/pb.|18/08/2021|20/09/2021|20/09/2025|287806|287306|500|0|287306|0|287306|0|287806|41|CAMPINA GRANDE|0041.006.00647893-2||SIM|MTUR|Apostilamento PC033/2023, Emenda Individual, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada, OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Saldo Poupança < Saldo Creditado
1078259|76|914422|200802021|MUNICIPIO DE PUXINANA - PB|09.001.744/0001-03|cestarivinaud@gmail.com;fcoutinho_22@hotmail.com;macianaazevedomaia@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|reforma e construção de infraestrutura no parque antônio gomes de miranda, no município de puxinanã-pb.|18/08/2021|29/09/2021|29/09/2025|492367,93|481104|11263,93|0|481104|213679,09|267424,91|5865,26|492367,93|41|CAMPINA GRANDE|0041.006.00647896-7||SIM|MTUR|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Ações Pendentes no Acompanhamento de Obras Paralisadas, Apostilamento PC033/2023, Emenda Individual, Módulo Paralisadas, Nível I (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Saldo Poupança < Saldo Creditado
1078271|21|914447|209982021|MUNICIPIO RIACHAO DO BACAMARTE/PB - EX ASSIS CHATEAUBRIAND|01.612.343/0001-70|engenheiro.fabriciomarques@gmail.com;gabinete@riachaodobacamarte.pb.gov.br;contato@consultoriaum.com.br;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|construção de 02 (duas) praças no município de riachão do bacamarte - pb|18/08/2021|13/09/2021|13/09/2025|297571,7|287306|10265,7|0|287306|0|287306|0|297571,7|41|CAMPINA GRANDE|0041.006.00647900-9||SIM|MTUR|Apostilamento PC033/2023, Emenda Individual, Módulo PI424/PC33 Sem Evolução Financeira, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada (+180 dias), OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Termo Aditivo - Assinatura Digital
1078272|46|914448|210212021|MUNICIPIO RIACHAO DO BACAMARTE/PB - EX ASSIS CHATEAUBRIAND|01.612.343/0001-70|engenheiro.fabriciomarques@gmail.com;gabinete@riachaodobacamarte.pb.gov.br;contato@consultoriaum.com.br;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|reforma das praças angelina cabral de vasconcelos e jardilina cabral de vasconcelos, localizadas no município de riachão do bacamarte - pb|18/08/2021|15/09/2021|15/09/2025|387808,95|384205|3603,95|0|384205|0|384205|0|387808,95|41|CAMPINA GRANDE|0041.006.00647901-7||SIM|MTUR|Apostilamento PC033/2023, Emenda Individual, Módulo PI424/PC33 Sem Evolução Financeira, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada (+180 dias), OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Termo Aditivo - Assinatura Digital
1078288|83|914490|232122021|MUNICIPIO DE SAO JOSE DO BREJO DO CRUZ - PB|01.612.692/0001-91|pmsaojosebc@bol.com.br;isnep.1@iramiltonassessoria.com.br;ag4917@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;dinete.almeida@caixa.gov.br|Nível I (PI 424/16 e IN MPDG 002/18)|construção de portal no município de são josé do brejo do cruz/pb.|18/08/2021|27/09/2021|27/09/2025|345140,63|316375|28765,63|0|316375|108040,26|208334,74|9823,29|345140,63|4917|SAO BENTO DA PARAIBA, PB|4917.006.00647076-4||SIM|MTUR|1º Desbloqueio ocorreu após 180 dias do 1º Crédito, Aguardando BM/RRE, Apostilamento PC033/2023, Contrato com TA de alteração - PC 33/2023, Emenda Individual, Impacta no IGAT, Módulo Paralisadas, Não acompanhada pelo módulo de acompanhamento de obras, Nível I (PI 424/16 e IN MPDG 002/18), Obra Paralisada, OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Saldo Poupança < Saldo Creditado, Sem Desbloqueio Após 90 Dias do Último Desbloqueio, TA PC 33/2023 - REPROGRAMAÇÃO PERMITIDA, Termo Aditivo - Assinatura Digital
1078317|13|914514|237862021|MUNICIPIO DE MONTEIRO - PB|09.073.628/0001-91|ag3315@caixa.gov.br;a3315pb01@mail.caixa;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;apbom23@gmail.com;contato@prestcontas.com.br;sdengenharia2011@hotmail.com;seplan.monteiro@gmail.com;pmmonteiropb.epc@gmail.com;rodrigolfarias@yahoo.com.br;walzinha22@hotmail.com|Nível I (PI 424/16 e IN MPDG 002/18)|construção de praças no município de monteiro-pb|18/08/2021|13/09/2021|30/09/2025|318990,1|287306|31684,1|0|287306|0|287306|0|318990,1|3315|CARIRI|3315.006.00647239-7||SIM|MTUR|Apostilamento PC033/2023, Emenda Individual, Módulo PI424/PC33 Sem Evolução Financeira, Nível I (PI 424/16 e IN MPDG 002/18), Obra Não Iniciada (+180 dias), OBTV, Orçamento Impositivo, PC 33/2023 - EXECUÇÃO 365 DIAS, RP 6 - Individual, Saldo Poupança < Saldo Creditado
