operacaoctef|ctefctef|cnpjctef|empresactef
1072201|Convite nº 05/2023|37.205.757/0001-21|HUNE CONSTRUTORA LTDA
1070699|00042024/2024|19.910.105/0001-06|RENOVAR CONSTRUCOES E SERVICOS LTDA
1070711|005/2022|23.304.039/0001-06|JOSE CREZIO LOPES FILHO
1070097|017/2021|17.620.703/0001-15|CONSTRUTORA APODI EIRELI
1070839|0082022/2022|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA LTDA
1082753|000042024/2024|43.610.330/0001-01|SOLIDA PRE MOLDADOS INDUSTRIA E SERVICOS LTDA
1082972|00004/2023|07.367.680/0001-25|J ANDRADE LTDA
1082663|00002/2023|20.284.072/0001-15|F J CONSTRUCOES E SERVICOS LTDA
1082748|11066/2023|16.628.118/0001-07|AM3 ENGENHARIA LTDA
1063956|00009/2021|01.079.262/0001-56|COMPACTA CONSTRUCOES, SERVICOS E LOCACOES LTDA
1065921|00036/2023|19.910.105/0001-06|RENOVAR CONSTRUCOES E SERVICOS LTDA
1077978|00001/2023|46.695.850/0001-52|RM CONSTRUCAO LTDA
1071684|00003/2024|17.415.942/0001-33|DEL ENGENHARIA  LTDA
1082640|004/2023|10.744.571/0001-94|CONCRENOR CONSTRUCOES DO NORDESTE LTDA
1065988|032021/2021|05.881.170/0001-46|ESTRUTURAL SERVICOS DE CONSTRUCAO CIVIL E LOCACOES EIRELI
1082877|000042024/2024|41.970.209/0001-65|CONSTRUTORA WEBER E TOMAZ LTDA
1070839|006/2021|09.335.002/0001-06|CL CONSTRUCOES E SERVICOS LTDA
1070149|00001/2022|40.599.842/0001-26|SC CONSTRUCOES EIRELI
1078903|00011/2022|17.598.162/0001-76|MACARIO PRE MOLDADOS E METALURGICA LTDA.
1070155|00122021/2021|09.335.002/0001-06|CL CONSTRUCOES E SERVICOS LTDA
1086948|000082024/2024|14.985.318/0001-83|JANSEN CONSTRUCOES E INCORPORACOES LTDA
1072724|122023/2023|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1063904|03/2023|29.050.310/0001-00|TORRE CONSTRUCAO E CONSULTORIA EM ENGENHARIA LTDA
1082887|001/2023|04.297.655/0001-24|VIRTUAL ENGENHARIA LTDA
1083024|00012/2023|48.689.684/0001-07|PORTO BRASIL INCORPORACOES LTDA
1086669|01.210/2024|28.709.222/0001-05|EMPROTEC ENGENHARIA LTDA
1080666|00007/2023|44.352.616/0001-05|PONTES CONSTRUTORA E SERVICOS LTDA
1072201|Convite nº 03/2023|05.141.222/0001-48|NOVO RUMO SERVICO DE CONSTRUCAO, CONSERVACAO E LIMPEZA LTDA
1067354|00001/2021|40.065.143/0001-04|JOTAV CONSTRUCOES, SERVICOS E SOLUCOES LTDA
1063968|04/2022|21.798.708/0001-00|KAIROS ENGENHARIA E CONSTRUÇÕES LTDA
1064879|000112021/2021|35.042.630/0001-03|SOMOS CONSTRUCOES EIRELI
1063904|0022021/2021|26.420.889/0001-50|GAMARRA CONSTRUTORA E LOCADORA EIRELI
1072724|000122021/2021|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1083020|007/2023|12.096.959/0001-51|T4 ENGENHARIA E SERVICOS LTDA
1080822|00052023/2023|48.689.684/0001-07|PORTO BRASIL INCORPORACOES LTDA
1083043|00001/2024|07.367.680/0001-25|J ANDRADE LTDA
1081225|0005/2024|36.121.012/0001-11|PR CONSTRUCOES LTDA
1080823|000042023/2023|02.978.751/0001-02|F G CONSTRUCOES LTDA
1082750|00006/2023|39.472.830/0001-57|VORI LOCACOES E SERVICOS LTDA
1082594|00014/2024|45.338.312/0001-48|EMIR NUNES DA SILVA NETTO  LTDA
1080667|00005/2023|40.141.083/0001-53|PONTES EMPREENDIMENTOS LTDA
1072492|92005/2024|29.878.872/0001-39|R F SERVICOS DE CONSTRUCAO CIVIL LTDA
1082615|00004/2023|47.918.526/0001-19|MONTEIRO ENGENHARIA LTDA
1086721|00001/2024|17.653.616/0001-64|J.C.M. CONSTRUCAO LTDA
1071300|112023/2023|03.594.631/0001-74|ARTCIL CONSTRUCOES LTDA
1068705|00032021/2021|14.206.183/0001-00|MAC CONSTRUTORA EIRELI
1071615|112023/2023|24.606.073/0001-90|CONSTRUTORA ALVES E CONSERVA LTDA
1086562|00002/2024|12.072.392/0001-83|AGRESTE CONSTRUTORA E COMERCIO LTDA
1075434|00006/2023|19.988.502/0001-09|BARTOLOMEU A DE SOUSA LTDA
1075435|00006/2023|19.988.502/0001-09|BARTOLOMEU A DE SOUSA LTDA
1064847|00005/2020|30.999.688/0001-26|JMSV CONSTRUCOES EIRELI
1063898|092021/2021|15.705.860/0001-06|COMPASSO EMPREENDIMENTOS LTDA
1064879|112020/2020|34.283.502/0001-99|VANESSA CABRAL LEITE DE SOUZA EIRELI
1067331|00001/2021|01.664.506/0001-68|A. P ENGENHARIA LTDA
1064900|000042021/2021|08.686.945/0001-10|JMR CONSTRUCOES EIRELI
1080675|032023/2023|31.900.447/0001-40|SILVACON CONSTRUCOES E SERVICOS LTDA
1078252|00042022/2022|09.326.532/0001-98|LIVRAMENTO CONSTRUCOES, SERVICOS E PROJETOS LTDA
1081224|000022023/2023|28.697.127/0001-20|JGM CONSTRUTORA LTDA
1086598|08005/2024|32.967.822/0001-32|INOVAR CONSTRUCOES E SERVICOS DE EDIFICIOS LTDA
1078258|00001/2024|23.740.839/0001-61|E. R. GOMES DE ALMEIDA LTDA
1076543|08006/2023|07.459.154/0001-95|CONSTRUTORA FONTES LTDA
1079864|11080/2023|08.978.001/0001-17|A J P ENGENHARIA LTDA
1078447|00003/2023|18.044.473/0001-56|CONSTRUTORA MENDONCA LTDA
1068333|000082021/2021|25.080.166/0001-96|FERREIRA ALVES SERVICOS DE CONSTRUCOES EIRELI
1086953|00003/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1086692|00013/2023|27.450.326/0001-77|CONSTRUTORA SALES LTDA
1072208|0.2.007/2021|36.424.774/0001-97|ANDRE SANTA CRUZ DA SILVA CESAR  EIRELI
1072208|0.2.007/2021|36.424.774/0001-97|ANDRE SANTA CRUZ DA SILVA CESAR  EIRELI
1072286|007/2021|08.317.848/0001-50|APN CONSTRUCOES E SERVICOS EIRELI
1084313|004/2023|09.181.832/0001-26|NUNES CONSTRUCOES DE EDIFICIOS E OBRAS URBANISTICAS LTDA
1093747|082024/2024|42.912.376/0001-12|GOTT SERVICOS LTDA
1094653|032/2023|53.364.629/0001-87|CONSORCIO - HCTP
1083255|00010/2023|19.369.906/0001-06|FFJ CONSTRUTORA LTDA
1083800|0003/2023|42.286.165/0001-11|FAJ CONSTRUCAO LTDA
1063993|00012/2022|10.629.235/0001-09|PB CONSTRUCOES E COMERCIO LTDA
1071613|0012022/2022|33.091.431/0001-60|AF CONSTRUTORA LTDA
1082912|00004/2024|40.603.807/0001-33|JAF CONSTRUCAO E CONSULTORIA LTDA
1072387|08005/2023|30.251.160/0001-74|CONSTRUPAV EMPREENDIMENTOS LTDA
1086577|000052024/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1073355|052023/2023|37.883.801/0001-52|JQ CONSTRUCOES, SERVICOS E COMERCIO LTDA
1075355|022023/2023|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1078487|000012023/2023|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1080818|03/2024|40.285.889/0001-15|CONSTRUTORA MMV LTDA
1075383|00010/2022|07.534.377/0001-70|HARG EMPREENDIMENTOS, CONSTRUCOES E INCORPORACOES LTDA
1075433|022022/2022|36.121.012/0001-11|PR CONSTRUCOES LTDA
1075434|022022/2022|36.121.012/0001-11|PR CONSTRUCOES LTDA
1072584|00003/2022|35.223.617/0001-50|JANIO IDALINO DE SOUSA
1076449|00002/2023|29.878.872/0001-39|R F SERVICOS DE CONSTRUCAO CIVIL LTDA
1073951|008/2021|29.828.673/0001-16|AMETISTA CONSTRUCOES E SERVICOS EIRELI
1078242|00004/2024|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1080677|00005/2023|23.254.954/0001-26|I.A.S. CONSTRUCOES LTDA
1087104|000032024/2024|14.206.183/0001-00|MAC CONSTRUTORA LTDA
1073595|0052022/2022|08.686.945/0001-10|JMR CONSTRUCOES EIRELI
1073764|00012/2022|30.270.444/0001-08|R ALMEIDA DOS SANTOS CONSTRUCOES E SERVICOS LTDA
1072236|000062022/2022|22.057.226/0001-61|CONCRETA CONSTRUCAO E SERVICOS LTDA
1074007|00001/2021|04.441.785/0001-99|CONSTRUTORA SUASSUNA & MARTINS LTDA
1072624|0004/2021|29.842.086/0001-81|B & F EDIFICARE ENGENHARIA LTDA
1087222|00003/2024|07.638.122/0001-57|CHS CONSTRUCAO E SERVICOS LTDA
1076975|0004/2023|30.999.688/0001-26|JMSV CONSTRUCOES LTDA
1075545|00008/2022|27.944.573/0001-20|B2 CONSTRUCOES LTDA
1074179|007/2022|00.976.179/0001-17|LINK ENGENHARIA INDUSTRIA E COMERCIO LTDA
1083734|00009/2024|07.367.680/0001-25|J ANDRADE LTDA
1084299|006/2023|27.450.326/0001-77|CONSTRUTORA SALES LTDA
1081776|00003/2023|40.141.083/0001-53|PONTES EMPREENDIMENTOS LTDA
1072527|082021/2021|08.560.898/0001-64|COMTERMICA COMERCIAL TERMICA LTDA
1074468|004/2021|08.061.304/0001-70|CESARINO CONSTRUCOES EIRELI
1084305|00010/2024|18.127.470/0001-86|MOURA E ANDRADE CONSTRUTORA E INCORPORADORA LTDA
1074241|082022/2022|04.672.369/0001-00|RANULFO TOMAZ DA SILVA
1076701|92001/2024|25.080.166/0001-96|FERREIRA ALVES SERVICOS DE CONSTRUCOES LTDA
1074496|005/2022|40.262.021/0001-08|N&G CONSTRUCOES E SERVICOS LTDA
1084438|11/2023|42.992.260/0001-30|RAFAELLA NOGUEIRA DA COSTA LTDA
1084738|00002/2024|32.609.156/0001-60|HR COSTA CONSTRUCOES E SERVICOS LTDA
1072208|0.2.007/2021|07.242.420/0001-23|AF ENGENHARIA EIRELI
1085018|00003/2023|48.959.354/0001-94|L F C CONSTRUCOES LTDA
1083371|006/2023|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1075429|00006/2023|19.988.502/0001-09|BARTOLOMEU A DE SOUSA LTDA
1083643|00005/2024|23.407.509/0001-59|CONSTRUTORA FORTE BRASIL LTDA
1086709|00003/2024|28.994.255/0001-36|CONSTRUTORA JEW LTDA
1072287|000152021/2021|18.547.219/0001-70|D I T CONSTRUCOES, IMOBILIARIA E SERVICOS EIRELI
1085844|012024/2024|09.027.846/0001-90|TRUST CONSTRUTORA LTDA
1085865|00001/2024|28.561.917/0001-84|SANTA FE CONSTRUCOES LTDA
1080523|0006/2023|24.964.064/0001-70|T A FRANCA SERVICOS
1071608|005  2021|26.884.229/0001-20|RESOLVE SERVICOS DE ENGENHARIA E CONSULTORIA LTDA
1086006|8/2023|41.163.475/0001-86|COMAF - SERVICOS DE CONSTRUCOES CIVIS LTDA
1086012|00004/2024|32.609.156/0001-60|HR COSTA CONSTRUCOES E SERVICOS LTDA
1075590|004/2023|22.759.235/0001-02|SENA CONSTRUCOES LTDA
1084307|00001/2024|08.508.574/0001-87|ARRUDA PROJETOS LTDA
1084314|0019/2023|36.158.514/0001-17|JOSE ROMESON FELISMINO DA SILVA CONSTRUTORA LTDA
1077252|00005/2022|12.102.978/0001-43|M L S - CONSTRUCAO CIVIL LTDA
1086061|042024/2024|26.836.842/0001-71|HARPIA EMPREENDIMENTOS LTDA
1084326|00020/2023|36.158.514/0001-17|JOSE ROMESON FELISMINO DA SILVA CONSTRUTORA LTDA
1075641|00005/2024|30.836.850/0001-95|R & S ENGENHARIA E CONSULTORIA LTDA
1077058|0002/2023|00.338.885/0001-33|NOVATEC CONSTRUCOES E EMPREENDIMENTOS LTDA
1086181|000012024/2024|18.917.544/0001-88|M. A. EMPREENDIMENTOS E SERVICOS LTDA
1093389|00017/2024|24.964.064/0001-70|T A FRANCA SERVICOS
1086874|02/2024|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1080820|00002/2023|41.601.884/0001-17|AL-ACCOUNTING LTDA
1080672|112023/2023|14.985.318/0001-83|JANSEN CONSTRUCOES E INCORPORACOES LTDA
1086255|00003/2024|01.088.740/0001-94|MOC SERVICOS DE CONSTRUCOES LTDA
1080674|000062023/2023|36.427.158/0001-90|ALLN CONSTRUCOES E ENGENHARIA LTDA
1073355|032022/2022|04.441.785/0001-99|CONSTRUTORA SUASSUNA & MARTINS LTDA
1073447|00003/2023|48.689.684/0001-07|PORTO BRASIL INCORPORACOES LTDA
1084848|00003/2024|32.609.156/0001-60|HR COSTA CONSTRUCOES E SERVICOS LTDA
1072590|00006/2022|14.206.183/0001-00|MAC CONSTRUTORA LTDA
1085256|00005/2023|33.506.391/0001-70|A S CONSTRUCOES LTDA
1085261|18/2023|38.374.079/0001-93|DEA CONSTRUCOES E LOCACOES LTDA
1077395|00009/2023|47.674.423/0001-50|CONSTRUTORA E LIMPEZA URBANA DANTAS LTDA
1072208|0.2.007/2021|07.242.420/0001-23|AF ENGENHARIA EIRELI
1073951|00001/2024|27.944.573/0001-20|B2 CONSTRUCOES LTDA
1073953|0092021/2021|29.828.673/0001-16|AMETISTA CONSTRUCOES E SERVICOS EIRELI
1075898|02/2024|29.340.983/0001-97|ICCP CONSTRUCOES LTDA
1077636|00013/2022|24.964.064/0001-70|T A FRANCA SERVICOS
1073596|0022023/2023|36.240.305/0001-18|GERPLAN ENGENHARIA LTDA
1073762|05/2022|17.644.916/0001-87|G B N CONSTRUCOES LTDA
1073602|0012022/2022|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA EIRELI
1077039|004/2024|20.949.329/0001-00|PRIIMEE.CONSTRUCOES E EMPREENDIMENTOS LTDA
1086311|000022024/2024|28.697.127/0001-20|JGM CONSTRUTORA LTDA
1074007|00001/2024|23.106.443/0001-67|KEVENY FERNANDES DE ARAUJO
1087280|000102024/2024|20.949.329/0001-00|PRIIMEE.CONSTRUCOES E EMPREENDIMENTOS LTDA
1077784|00003/2022|11.150.150/0001-06|CONSTRUTORA DOIS IRMAOS LIMITADA
1077785|001/2023|27.743.003/0001-71|ANTONIO GOMES  LTDA
1076525|00012/2022|36.121.012/0001-11|PR CONSTRUCOES LTDA
1073589|13/2022|35.042.630/0001-03|SOMOS CONSTRUCOES EIRELI
1076060|000012022/2022|14.175.618/0001-05|CONSTRUTORA REALIZAR EIRELI
1054539|0042021/2021|17.620.703/0001-15|CONSTRUTORA APODI EIRELI
1054539|0042021/2021|17.620.703/0001-15|CONSTRUTORA APODI LTDA
1078122|00002/2023|42.017.588/0001-36|CONSTRUCOES E SERVICOS ROUTE LTDA
1094173|00009/2024|21.798.708/0001-00|KAIROS ENGENHARIA E CONSTRUCOES LTDA
1073974|012022/2022|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA EIRELI
1073602|001/2022|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA EIRELI
1073484|00009/2022|17.440.965/0001-06|CONSTRUTORA EDFFICAR LTDA
1076376|00003/2023|14.991.955/0001-62|JOSE GEOVASIO FERNANDES DA SILVA
1076164|0002/2023|00.338.885/0001-33|NOVATEC CONSTRUCOES E EMPREENDIMENTOS LTDA
1077656|00010/2022|20.949.329/0001-00|PRIIMEE.CONSTRUCOES E EMPREENDIMENTOS LTDA
1074225|0001/2021|26.420.889/0001-50|GAMARRA CONSTRUTORA E LOCADORA LTDA
1075913|00004/2022|17.620.703/0001-15|CONSTRUTORA APODI EIRELI
1075348|900012024/2024|18.127.470/0001-86|MOURA E ANDRADE CONSTRUTORA E INCORPORADORA LTDA
1075382|00012023/2023|25.165.699/0001-70|CLPT CONSTRUTORA LTDA
1075412|022023/2023|28.183.078/0001-08|NOBREGA CONSTRUCOES LTDA
1075435|00006/2023|19.988.502/0001-09|BARTOLOMEU A DE SOUSA LTDA
1083374|00003/2024|10.641.065/0001-70|NIEMAIA CONSTRUCOES LTDA
1073646|00002/2021|05.052.764/0001-44|CONSTRUTORA GURGEL SOARES LTDA
1075482|00006/2023|44.459.047/0001-93|ANCORA CONSTRUTORA LTDA
1074444|012022/2022|26.781.189/0001-90|MENDES & FERREIRA CONSTRUCOES LTDA
1074225|0001/2021|26.420.889/0001-50|GAMARRA CONSTRUTORA E LOCADORA EIRELI
1072450|002/2023|05.052.764/0001-44|CONSTRUTORA GURGEL SOARES LTDA
1076174|00002/2022|26.836.842/0001-71|HARPIA EMPREENDIMENTOS EIRELI
1074123|000012022/2022|00.338.885/0001-33|NOVATEC CONSTRUCOES E EMPREENDIMENTOS LTDA
1077816|00005/2023|12.072.392/0001-83|AGRESTE CONSTRUTORA E COMERCIO LTDA
1075953|00011/2023|26.743.365/0001-08|FREITAS SERVICOS DE ENGENHARIA LTDA
1077722|00008/2023|19.744.104/0001-39|RETA CONSTRUCOES E SERVICOS LTDA
1074572|00001/2021|01.664.506/0001-68|A. P ENGENHARIA LTDA
1073897|00002/2022|17.177.202/0001-06|CONSTRUTORA PERFURACAO LTDA
1078252|00042022/2022|09.326.532/0001-98|LIVRAMENTO CONSTRUCOES, SERVICOS E PROJETOS EIRELI
1078257|00005/2024|34.746.608/0001-81|ABIK ENGENHARIA E CONSULTORIA LTDA
1074588|0.2.002/2022|25.080.166/0001-96|FERREIRA ALVES SERVICOS DE CONSTRUCOES EIRELI
1075527|0.2.006/2023|11.724.567/0001-27|HUMBERTO JOSE MENDES DA SILVA
1076205|00052022/2022|17.620.703/0001-15|CONSTRUTORA APODI LTDA
1084158|052023/2023|04.326.123/0001-78|N & S CONSTRUCOES E PROJETOS LTDA
1084310|002/2024|31.094.999/0001-09|MENDONCA E SILVA CONSTRUCOES E LOCACOES LTDA
1084317|00003/2023|36.121.012/0001-11|PR CONSTRUCOES LTDA
1086457|002/2024|27.776.149/0001-13|SUSSUARANA ENGENHARIA E ARQUITETURA LTDA
1078215|0052024/2024|29.565.323/0001-04|FABIA IRIS MACEDO LIRA DE CARVALHO
1074900|00001/2022|30.836.850/0001-95|R & S ENGENHARIA E CONSULTORIA EIRELI
1078434|0082022/2022|17.589.700/0001-66|CONSTRUTORA LCL LTDA
1075352|00087/2023|37.094.328/0001-24|EMPREENDIMENTOS E NEGOCIOS MVM LTDA
1075374|00032023/2023|29.878.872/0001-39|R F SERVICOS DE CONSTRUCAO CIVIL LTDA
1084437|005/2023|27.450.326/0001-77|CONSTRUTORA SALES LTDA
1080821|00062023/2023|44.352.616/0001-05|PONTES CONSTRUTORA E SERVICOS LTDA
1078288|001/2023|09.560.394/0001-07|PILOTIS - PROJETOS E CONSTRUCOES LTDA
1072488|000022021/2021|42.733.975/0001-79|DUARTE MARTINS CONSTRUCOES, SERVICOS E LOCACOES LTDA
1072488|00052023/2023|42.091.137/0001-49|MACENA CONSTRUCAO CIVIL LTDA
1075429|022022/2022|36.121.012/0001-11|PR CONSTRUCOES LTDA
1075429|00006/2023|19.988.502/0001-09|BARTOLOMEU A DE SOUSA LTDA
1079420|00007/2023|34.746.608/0001-81|ABIK ENGENHARIA E CONSULTORIA LTDA
1077211|000032023/2023|36.972.451/0001-38|IGOR ROCHA DE BRITO LIRA
1068896|004/2021|09.326.532/0001-98|LIVRAMENTO CONSTRUCOES, SERVICOS E PROJETOS EIRELI
1085498|00005/2023|37.927.953/0001-00|V N CONSTRUCOES LTDA
1078252|00042022/2022|09.326.532/0001-98|LIVRAMENTO CONSTRUCOES, SERVICOS E PROJETOS EIRELI
1078259|0032023/2023|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1075535|00007/2022|27.944.573/0001-20|B2 CONSTRUCOES LTDA
1084998|072023/2023|19.910.105/0001-06|RENOVAR CONSTRUCOES E SERVICOS LTDA
1078271|09/2023|34.212.059/0001-65|MORAIS EMPREENDIMENTOS E SERVICOS DE ENGENHARIA LTDA
1084311|003/2023|07.367.680/0001-25|J ANDRADE LTDA
1081323|102023/2023|14.985.318/0001-83|JANSEN CONSTRUCOES E INCORPORACOES LTDA
1084328|00013/2023|40.141.083/0001-53|PONTES EMPREENDIMENTOS LTDA
1077218|02005/2023|37.566.790/0001-87|ULTRA SOLUCOES E SERVICOS LTDA
1077219|TP004/2023|20.256.412/0001-02|A CASA CONSTRUCOES E SERVICOS LTDA
1086000|900022024/2024|07.353.156/0001-03|CONSTERRA CONSTRUCOES TERRAPLANAGEM E SERV LTDA
1076651|00006/2023|14.313.165/0001-28|TORRES CONSTRUCOES LTDA
1084824|012024/2024|12.373.455/0001-31|A. A. LIMA LTDA
1073866|00006/2022|40.599.842/0001-26|SC CONSTRUCOES LTDA
1085400|00004/2023|34.884.695/0001-33|CONSTRUTORA ARANTES LTDA
1085760|00002/2023|07.156.006/0001-00|CONSTRUTORA PAIXAO LTDA
1077189|00008/2023|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1077200|0008/2023|21.933.413/0001-07|ISIDORO ENGENHARIA E CONSTRUCOES LTDA
1084949|00082024/2024|26.743.338/0001-27|COPEVA CONSTRUTORA PEREIRA VIEIRA LTDA
1085491|000072023/2023|73.041.188/0001-90|COMERCIAL E CONSTRUTORA FENIX LTDA
1077212|00003/2022|30.272.239/0001-81|CATAO BONGIOVI COMERCIO E SERVICOS LTDA
1075433|00006/2023|19.988.502/0001-09|BARTOLOMEU A DE SOUSA LTDA
1075433|00006/2023|19.988.502/0001-09|BARTOLOMEU A DE SOUSA LTDA
1075435|022022/2022|36.121.012/0001-11|PR CONSTRUCOES LTDA
1084123|00003/2023|26.146.067/0001-22|PBFORT CONSTRUCOES LTDA
1086012|00004/2024|33.666.569/0001-40|PACTO CONSTRUCOES LTDA
1077250|001/2022|44.534.366/0001-16|GS CONSTRUCOES E MEIO AMBIENTE LTDA
1077250|0001/2022|26.947.586/0001-90|COESA LOCACOES & SERVICOS EIRELI
1077255|0002/2023|35.042.630/0001-03|SOMOS CONSTRUCOES LTDA
1086325|00002/2024|08.866.317/0001-17|JOSE ROSINALDO RIBEIRO BARROS  LTDA
1073575|00012022/2022|26.764.981/0001-37|OBRAPLAN EMPRESA DE LIMPEZA E CONSERVACAO URBANA EIRELI
1075232|003/2022|41.284.989/0001-90|CONSTRUSOL EMPREENDIMENTOS E SERVICOS LTDA
1078252|05/2023|41.163.475/0001-86|COMAF - SERVICOS DE CONSTRUCOES CIVIS LTDA
1076941|003/2023|22.635.788/0001-45|M3 CONSTRUCOES LTDA
1078002|0022023/2023|00.457.362/0001-06|TAPAJOS - TERRAPLENAGEM E PAVIMENTACAO LTDA.
1077368|90004/2024|31.381.604/0001-59|MOTIVA CONSTRUCOES E SERVICOS LTDA
1077301|006/2022|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS EIRELI
1086062|00002/2023|30.635.870/0001-06|P G FERREIRA FELICIANO DINIZ BRASILEIRO LTDA
1084159|112023/2023|12.587.177/0001-15|P M COSTA NETO CONSTRUCOES E INCORPORADORA LTDA
1084160|000052023/2023|12.072.392/0001-83|AGRESTE CONSTRUTORA E COMERCIO LTDA
1084308|00013/2023|51.578.554/0001-01|LCB CONSTRUCAO E INCORPORACAO LTDA
1084312|0007/2023|17.415.942/0001-33|DEL ENGENHARIA  LTDA
1084315|002/2023|33.310.406/0001-20|ELP CONSTRUCAO E CONSULTORIA LTDA
1073982|00009/2022|07.264.280/0001-94|MJC CONSTRUCOES LTDA
1073357|000042021/2021|35.590.090/0001-00|HUMBERTO RAMALHO TRIGUEIRO MENDES
1073357|000032021/2021|36.121.012/0001-11|PR CONSTRUCOES EIRELI
1073866|00002/2021|24.658.568/0001-62|FM SERVICOS LTDA
1084441|0006/2023|42.924.945/0001-40|JCB NETO CONSTRUCOES LTDA
1084448|00009/2023|47.059.965/0001-13|M J CONSTRUCOES INDUSTRIA SERVICOS E SANEAMENTO LTDA
1073452|00005/2022|12.350.951/0001-70|GPS GERENCIAMENTO DE PROJETOS E SERVICOS LTDA
1086927|0005/2024|43.625.211/0001-22|DELGADO SERVICOS E CONSTRUCOES LTDA
1084850|00010/2023|35.042.630/0001-03|SOMOS CONSTRUCOES LTDA
1077585|022022/2022|04.326.123/0001-78|N & S CONSTRUCOES E PROJETOS LTDA
1077779|00006/2022|07.156.006/0001-00|M. J. B. PAIXAO  EIRELI
1085124|90007/2024|12.102.978/0001-43|M L S - CONSTRUCAO CIVIL LTDA
1076522|00005/2023|37.894.604/0001-39|TEMPLATE SERVICOS DE ENGENHARIA E CONSTRUCAO LTDA
1079472|003/2023|18.127.470/0001-86|MOURA E ANDRADE CONSTRUTORA E INCORPORADORA LTDA
1077295|102023/2023|13.408.085/0001-93|WJX CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA
1078317|2.007/2023|37.566.790/0001-87|ULTRA SOLUCOES E SERVICOS LTDA
1075979|009/2022|09.335.002/0001-06|CL CONSTRUCOES E SERVICOS LTDA
1078327|00001/2023|30.746.170/0001-80|LORD CONSTRUCOES E SERVICOS LTDA
1077822|00002/2024|32.203.652/0001-10|MJ SERVICOS E SOLUCOES LTDA
1077827|0042022/2022|36.158.514/0001-17|JOSE ROMESON FELISMINO DA SILVA CONSTRUTORA EIRELI
1075225|000007/2022|34.955.075/0001-48|JHONATAN ANDRADE DA SILVA LTDA
1075227|012023/2023|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1076211|3/2022|13.721.826/0001-91|PILAR EMPREENDIMENTOS EIRELI
1073587|12/2024|49.381.192/0001-12|LM2 ENGENHARIA LTDA
1073973|00003/2022|35.042.630/0001-03|SOMOS CONSTRUCOES LTDA
1073985|000062021/2021|17.598.162/0001-76|MACARIO PRE MOLDADOS E METALURGICA LTDA.
1066371|00003/3|05.439.461/0001-89|CONSTRUTORA MONTEIRENSE LTDA
1078670|001/2023|40.628.974/0001-39|HUMAITA CONSTRUCOES LTDA
1078687|01/2023|19.910.105/0001-06|RENOVAR CONSTRUCOES E SERVICOS LTDA
1079504|001/2023|40.628.974/0001-39|HUMAITA CONSTRUCOES LTDA
1073961|003/2022|27.776.149/0001-13|JOAO HIGOR PINTO DIAS
1076220|010/2022|30.999.688/0001-26|JMSV CONSTRUCOES LTDA
1075256|07/2022|29.878.872/0001-39|R F SERVICOS DE CONSTRUCAO CIVIL LTDA
1077136|007/2023|10.641.065/0001-70|NIEMAIA CONSTRUCOES LTDA
1068076|00002/2024|17.480.342/0001-59|CONSTRUTORA MENEZES LTDA
1073600|092021/2021|19.910.105/0001-06|RENOVAR CONSTRUCOES E SERVICOS LTDA
1077138|TP0006/2022|14.175.618/0001-05|CONSTRUTORA REALIZAR EIRELI
1067732|00004/2023|09.158.398/0001-63|SANTA CRUZ CONSTRUCOES LTDA
1079044|00008/2022|12.541.735/0001-01|MAURILIO FERREIRA DA SILVA LTDA
1087594|00002/2024|42.354.190/0001-95|SABUGI CONSTRUCOES LTDA
1076068|0002/2023|51.065.689/0001-73|L5 CONSTRUCOES LTDA
1072624|00012/2024|46.919.946/0001-57|INPLANT ENGENHARIA E PLANEJAMENTO LTDA
1076624|00036/2022|17.560.794/0001-40|E L F TEIXEIRA CONSTRUCOES E SERVICOS LTDA
1076625|00002/2024|24.658.568/0001-62|FM SERVICOS LTDA
1084569|00006/2024|28.709.222/0001-05|EMPROTEC ENGENHARIA LTDA
1078690|0012023/2023|28.851.670/0001-30|FERREIRA DOS SANTOS CONSTRUCOES E SERVICOS LTDA
1076229|00001/2023|47.950.782/0001-93|MR ENGENHARIA LTDA
1066371|00003/2021|37.566.790/0001-87|ULTRA SOLUCOES E SERVICOS LTDA
